P_nought, P_one, P_two, R_one, R_two, A_one, A_two, S,
-3.10484  , 47.18797  , 111.91687 , 4.81755   , 45.51705  , 0.40449   , 1.2194    , 0.08328   , 
-3.10484  , 47.18797  , 111.91687 , 4.78508   , 45.57972  , 0.39627   , 1.19926   , 0.08111   , 
-3.10484  , 47.18797  , 111.91687 , 4.75275   , 45.64173  , 0.38821   , 1.17944   , 0.07901   , 
-3.10484  , 47.18797  , 111.91687 , 4.72055   , 45.70308  , 0.38031   , 1.15992   , 0.07695   , 
-3.10484  , 47.18797  , 111.91687 , 4.68849   , 45.76379  , 0.37256   , 1.1407    , 0.07495   , 
-3.10484  , 47.18797  , 111.91687 , 4.65657   , 45.82385  , 0.36497   , 1.12178   , 0.073     , 
-3.10484  , 47.18797  , 111.91687 , 4.62479   , 45.88329  , 0.35752   , 1.10316   , 0.0711    , 
-3.10484  , 47.18797  , 111.91687 , 4.59315   , 45.9421   , 0.35022   , 1.08482   , 0.06926   , 
-3.10484  , 47.18797  , 111.91687 , 4.56166   , 46.00028  , 0.34307   , 1.06677   , 0.06745   , 
-3.10484  , 47.18797  , 111.91687 , 4.53031   , 46.05786  , 0.33606   , 1.049     , 0.0657    , 
-3.10484  , 47.18797  , 111.91687 , 4.49911   , 46.11484  , 0.32918   , 1.03151   , 0.06399   , 
-3.10484  , 47.18797  , 111.91687 , 4.46806   , 46.17121  , 0.32244   , 1.01429   , 0.06233   , 
-3.10484  , 47.18797  , 111.91687 , 4.43715   , 46.22699  , 0.31584   , 0.99734   , 0.06071   , 
-3.10484  , 47.18797  , 111.91687 , 4.40639   , 46.28219  , 0.30936   , 0.98066   , 0.05913   , 
-3.10484  , 47.18797  , 111.91687 , 4.37578   , 46.33681  , 0.30301   , 0.96423   , 0.05759   , 
-3.10484  , 47.18797  , 111.91687 , 4.34532   , 46.39086  , 0.29679   , 0.94807   , 0.05609   , 
-3.10484  , 47.18797  , 111.91687 , 4.31501   , 46.44434  , 0.2907    , 0.93217   , 0.05464   , 
-3.10484  , 47.18797  , 111.91687 , 4.28485   , 46.49726  , 0.28472   , 0.91651   , 0.05322   , 
-3.10484  , 47.18797  , 111.91687 , 4.25484   , 46.54963  , 0.27886   , 0.9011    , 0.05183   , 
-3.10484  , 47.18797  , 111.91687 , 4.22498   , 46.60145  , 0.27312   , 0.88594   , 0.05048   , 
-3.10484  , 47.18797  , 111.91687 , 4.19528   , 46.65273  , 0.2675    , 0.87102   , 0.04917   , 
-3.10484  , 47.18797  , 111.91687 , 4.16573   , 46.70348  , 0.26198   , 0.85633   , 0.04789   , 
-3.10484  , 47.18797  , 111.91687 , 4.13634   , 46.7537   , 0.25658   , 0.84188   , 0.04665   , 
-3.10484  , 47.18797  , 111.91687 , 4.10709   , 46.80339  , 0.25129   , 0.82766   , 0.04544   , 
-3.10484  , 47.18797  , 111.91687 , 4.07801   , 46.85257  , 0.2461    , 0.81367   , 0.04425   , 
-3.10484  , 47.18797  , 111.91687 , 4.04907   , 46.90123  , 0.24101   , 0.7999    , 0.0431    , 
-3.10484  , 47.18797  , 111.91687 , 4.0203    , 46.94939  , 0.23603   , 0.78635   , 0.04198   , 
-3.10484  , 47.18797  , 111.91687 , 3.99167   , 46.99705  , 0.23115   , 0.77302   , 0.04089   , 
-3.10484  , 47.18797  , 111.91687 , 3.96321   , 47.04422  , 0.22636   , 0.7599    , 0.03983   , 
-3.10484  , 47.18797  , 111.91687 , 3.9349    , 47.0909   , 0.22167   , 0.74699   , 0.03879   , 
-3.10484  , 47.18797  , 111.91687 , 3.90674   , 47.13709  , 0.21708   , 0.73429   , 0.03778   , 
-3.10484  , 47.18797  , 111.91687 , 3.87875   , 47.18281  , 0.21258   , 0.7218    , 0.0368    , 
-3.10484  , 47.18797  , 111.91687 , 3.8509    , 47.22805  , 0.20817   , 0.70951   , 0.03584   , 
-3.10484  , 47.18797  , 111.91687 , 3.82322   , 47.27283  , 0.20384   , 0.69741   , 0.03491   , 
-3.10484  , 47.18797  , 111.91687 , 3.79569   , 47.31714  , 0.19961   , 0.68551   , 0.03401   , 
-3.10484  , 47.18797  , 111.91687 , 3.76832   , 47.361    , 0.19546   , 0.67381   , 0.03312   , 
-3.10484  , 47.18797  , 111.91687 , 3.74111   , 47.4044   , 0.1914    , 0.6623    , 0.03226   , 
-3.10484  , 47.18797  , 111.91687 , 3.71405   , 47.44736  , 0.18741   , 0.65097   , 0.03142   , 
-3.10484  , 47.18797  , 111.91687 , 3.68715   , 47.48988  , 0.18351   , 0.63983   , 0.0306    , 
-3.10484  , 47.18797  , 111.91687 , 3.6604    , 47.53196  , 0.17969   , 0.62886   , 0.02981   , 
-3.10484  , 47.18797  , 111.91687 , 3.63381   , 47.5736   , 0.17594   , 0.61808   , 0.02903   , 
-3.10484  , 47.18797  , 111.91687 , 3.60738   , 47.61483  , 0.17227   , 0.60748   , 0.02828   , 
-3.10484  , 47.18797  , 111.91687 , 3.58111   , 47.65562  , 0.16868   , 0.59704   , 0.02754   , 
-3.10484  , 47.18797  , 111.91687 , 3.55499   , 47.696    , 0.16516   , 0.58678   , 0.02683   , 
-3.10484  , 47.18797  , 111.91687 , 3.52903   , 47.73597  , 0.16171   , 0.57669   , 0.02613   , 
-3.10484  , 47.18797  , 111.91687 , 3.50322   , 47.77553  , 0.15833   , 0.56676   , 0.02545   , 
-3.10484  , 47.18797  , 111.91687 , 3.47757   , 47.81469  , 0.15502   , 0.557     , 0.02479   , 
-3.10484  , 47.18797  , 111.91687 , 3.45207   , 47.85344  , 0.15177   , 0.54739   , 0.02414   , 
-3.10484  , 47.18797  , 111.91687 , 3.42673   , 47.89181  , 0.1486    , 0.53795   , 0.02352   , 
-3.10484  , 47.18797  , 111.91687 , 3.40155   , 47.92978  , 0.14549   , 0.52866   , 0.0229    , 
-3.10484  , 47.18797  , 111.91687 , 3.37652   , 47.96736  , 0.14244   , 0.51952   , 0.02231   , 
-3.10484  , 47.18797  , 111.91687 , 3.35164   , 48.00457  , 0.13945   , 0.51054   , 0.02173   , 
-3.10484  , 47.18797  , 111.91687 , 3.32692   , 48.04139  , 0.13653   , 0.5017    , 0.02116   , 
-3.10484  , 47.18797  , 111.91687 , 3.30235   , 48.07785  , 0.13366   , 0.49301   , 0.02061   , 
-3.10484  , 47.18797  , 111.91687 , 3.27794   , 48.11393  , 0.13086   , 0.48447   , 0.02008   , 
-3.10484  , 47.18797  , 111.91687 , 3.25368   , 48.14965  , 0.12811   , 0.47606   , 0.01956   , 
-3.10484  , 47.18797  , 111.91687 , 3.22957   , 48.18501  , 0.12541   , 0.4678    , 0.01905   , 
-3.10484  , 47.18797  , 111.91687 , 3.20562   , 48.22001  , 0.12278   , 0.45967   , 0.01855   , 
-3.10484  , 47.18797  , 111.91687 , 3.18181   , 48.25465  , 0.12019   , 0.45168   , 0.01807   , 
-3.10484  , 47.18797  , 111.91687 , 3.15816   , 48.28895  , 0.11766   , 0.44383   , 0.0176    , 
-3.10484  , 47.18797  , 111.91687 , 3.13466   , 48.32291  , 0.11519   , 0.4361    , 0.01714   , 
-3.10484  , 47.18797  , 111.91687 , 3.11131   , 48.35652  , 0.11276   , 0.4285    , 0.0167    , 
-3.10484  , 47.18797  , 111.91687 , 3.08811   , 48.3898   , 0.11038   , 0.42103   , 0.01626   , 
-3.10484  , 47.18797  , 111.91687 , 3.06506   , 48.42274  , 0.10806   , 0.41369   , 0.01584   , 
-3.10484  , 47.18797  , 111.91687 , 3.04216   , 48.45535  , 0.10578   , 0.40647   , 0.01543   , 
-3.10484  , 47.18797  , 111.91687 , 3.01941   , 48.48763  , 0.10355   , 0.39937   , 0.01503   , 
-3.10484  , 47.18797  , 111.91687 , 2.99681   , 48.51959  , 0.10136   , 0.39238   , 0.01464   , 
-3.10484  , 47.18797  , 111.91687 , 2.97436   , 48.55124  , 0.09922   , 0.38552   , 0.01426   , 
-3.10484  , 47.18797  , 111.91687 , 2.95205   , 48.58256  , 0.09712   , 0.37877   , 0.01389   , 
-3.10484  , 47.18797  , 111.91687 , 2.92989   , 48.61358  , 0.09507   , 0.37214   , 0.01352   , 
-3.10484  , 47.18797  , 111.91687 , 2.90788   , 48.64428  , 0.09306   , 0.36562   , 0.01317   , 
-3.10484  , 47.18797  , 111.91687 , 2.88601   , 48.67468  , 0.09109   , 0.3592    , 0.01283   , 
-3.10484  , 47.18797  , 111.91687 , 2.86429   , 48.70478  , 0.08916   , 0.3529    , 0.0125    , 
-3.10484  , 47.18797  , 111.91687 , 2.84271   , 48.73458  , 0.08727   , 0.3467    , 0.01217   , 
-3.10484  , 47.18797  , 111.91687 , 2.82128   , 48.76409  , 0.08542   , 0.34061   , 0.01185   , 
-3.10484  , 47.18797  , 111.91687 , 2.79999   , 48.7933   , 0.08361   , 0.33462   , 0.01155   , 
-3.10484  , 47.18797  , 111.91687 , 2.77885   , 48.82222  , 0.08184   , 0.32873   , 0.01125   , 
-3.10484  , 47.18797  , 111.91687 , 2.75784   , 48.85086  , 0.0801    , 0.32295   , 0.01095   , 
-3.10484  , 47.18797  , 111.91687 , 2.73698   , 48.87921  , 0.0784    , 0.31726   , 0.01067   , 
-3.10484  , 47.18797  , 111.91687 , 2.71626   , 48.90729  , 0.07674   , 0.31166   , 0.01039   , 
-3.10484  , 47.18797  , 111.91687 , 2.69568   , 48.93509  , 0.07511   , 0.30617   , 0.01012   , 
-3.10484  , 47.18797  , 111.91687 , 2.67524   , 48.96261  , 0.07351   , 0.30076   , 0.00986   , 
-3.10484  , 47.18797  , 111.91687 , 2.65494   , 48.98987  , 0.07195   , 0.29545   , 0.0096    , 
-3.10484  , 47.18797  , 111.91687 , 2.63478   , 49.01685  , 0.07042   , 0.29023   , 0.00935   , 
-3.10484  , 47.18797  , 111.91687 , 2.61476   , 49.04358  , 0.06892   , 0.2851    , 0.00911   , 
-3.10484  , 47.18797  , 111.91687 , 2.59488   , 49.07004  , 0.06746   , 0.28005   , 0.00887   , 
-3.10484  , 47.18797  , 111.91687 , 2.57513   , 49.09624  , 0.06602   , 0.2751    , 0.00864   , 
-3.10484  , 47.18797  , 111.91687 , 2.55552   , 49.12219  , 0.06461   , 0.27022   , 0.00842   , 
-3.10484  , 47.18797  , 111.91687 , 2.53604   , 49.14788  , 0.06324   , 0.26544   , 0.0082    , 
-3.10484  , 47.18797  , 111.91687 , 2.5167    , 49.17332  , 0.06189   , 0.26073   , 0.00799   , 
-3.10484  , 47.18797  , 111.91687 , 2.4975    , 49.19852  , 0.06057   , 0.2561    , 0.00778   , 
-3.10484  , 47.18797  , 111.91687 , 2.47843   , 49.22347  , 0.05928   , 0.25156   , 0.00758   , 
-3.10484  , 47.18797  , 111.91687 , 2.45949   , 49.24817  , 0.05801   , 0.24709   , 0.00738   , 
-3.10484  , 47.18797  , 111.91687 , 2.44068   , 49.27264  , 0.05677   , 0.2427    , 0.00719   , 
-3.10484  , 47.18797  , 111.91687 , 2.42201   , 49.29687  , 0.05556   , 0.23838   , 0.007     , 
-3.10484  , 47.18797  , 111.91687 , 2.40347   , 49.32087  , 0.05437   , 0.23414   , 0.00682   , 
-3.10484  , 47.18797  , 111.91687 , 2.38506   , 49.34463  , 0.05321   , 0.22997   , 0.00664   , 
-3.10484  , 47.18797  , 111.91687 , 2.36677   , 49.36816  , 0.05207   , 0.22587   , 0.00647   , 
-3.10484  , 47.18797  , 111.91687 , 2.34862   , 49.39147  , 0.05096   , 0.22185   , 0.0063    , 
-3.10484  , 47.18797  , 111.91687 , 2.3306    , 49.41455  , 0.04987   , 0.21789   , 0.00614   , 
-3.10484  , 47.18797  , 111.91687 , 2.3127    , 49.43741  , 0.0488    , 0.214     , 0.00598   , 
-3.10484  , 47.18797  , 111.91687 , 2.29493   , 49.46005  , 0.04776   , 0.21018   , 0.00582   , 
-3.10484  , 47.18797  , 111.91687 , 2.27729   , 49.48247  , 0.04674   , 0.20643   , 0.00567   , 
-3.10484  , 47.18797  , 111.91687 , 2.25977   , 49.50468  , 0.04573   , 0.20274   , 0.00552   , 
-3.10484  , 47.18797  , 111.91687 , 2.24238   , 49.52667  , 0.04475   , 0.19912   , 0.00538   , 
-3.10484  , 47.18797  , 111.91687 , 2.22511   , 49.54846  , 0.0438    , 0.19555   , 0.00524   , 
-3.10484  , 47.18797  , 111.91687 , 2.20797   , 49.57003  , 0.04286   , 0.19205   , 0.0051    , 
-3.10484  , 47.18797  , 111.91687 , 2.19094   , 49.5914   , 0.04194   , 0.18861   , 0.00497   , 
-3.10484  , 47.18797  , 111.91687 , 2.17405   , 49.61256  , 0.04104   , 0.18523   , 0.00484   , 
-3.10484  , 47.18797  , 111.91687 , 2.15727   , 49.63353  , 0.04016   , 0.18191   , 0.00471   , 
-3.10484  , 47.18797  , 111.91687 , 2.14061   , 49.65429  , 0.03929   , 0.17865   , 0.00459   , 
-3.10484  , 47.18797  , 111.91687 , 2.12408   , 49.67485  , 0.03845   , 0.17545   , 0.00447   , 
-3.10484  , 47.18797  , 111.91687 , 2.10766   , 49.69522  , 0.03762   , 0.1723    , 0.00436   , 
-3.10484  , 47.18797  , 111.91687 , 2.09136   , 49.7154   , 0.03681   , 0.1692    , 0.00424   , 
-3.10484  , 47.18797  , 111.91687 , 2.07519   , 49.73539  , 0.03602   , 0.16616   , 0.00413   , 
-3.10484  , 47.18797  , 111.91687 , 2.05912   , 49.75518  , 0.03525   , 0.16317   , 0.00403   , 
-3.10484  , 47.18797  , 111.91687 , 2.04318   , 49.77479  , 0.03449   , 0.16024   , 0.00392   , 
-3.10484  , 47.18797  , 111.91687 , 2.02735   , 49.79422  , 0.03375   , 0.15735   , 0.00382   , 
-3.10484  , 47.18797  , 111.91687 , 2.01164   , 49.81346  , 0.03302   , 0.15452   , 0.00372   , 
-3.10484  , 47.18797  , 111.91687 , 1.99604   , 49.83251  , 0.03231   , 0.15174   , 0.00362   , 
-3.10484  , 47.18797  , 111.91687 , 1.98056   , 49.85139  , 0.03161   , 0.149     , 0.00353   , 
-3.10484  , 47.18797  , 111.91687 , 1.96519   , 49.8701   , 0.03093   , 0.14632   , 0.00344   , 
-3.10484  , 47.18797  , 111.91687 , 1.94993   , 49.88862  , 0.03027   , 0.14368   , 0.00335   , 
-3.10484  , 47.18797  , 111.91687 , 1.93479   , 49.90697  , 0.02961   , 0.14108   , 0.00326   , 
-3.10484  , 47.18797  , 111.91687 , 1.91975   , 49.92515  , 0.02897   , 0.13854   , 0.00318   , 
-3.10484  , 47.18797  , 111.91687 , 1.90483   , 49.94316  , 0.02835   , 0.13603   , 0.00309   , 
-3.10484  , 47.18797  , 111.91687 , 1.89001   , 49.961    , 0.02774   , 0.13357   , 0.00301   , 
-3.10484  , 47.18797  , 111.91687 , 1.87531   , 49.97868  , 0.02714   , 0.13116   , 0.00293   , 
-3.10484  , 47.18797  , 111.91687 , 1.86071   , 49.99619  , 0.02655   , 0.12879   , 0.00286   , 
-3.10484  , 47.18797  , 111.91687 , 1.84623   , 50.01353  , 0.02598   , 0.12646   , 0.00278   , 
-3.10484  , 47.18797  , 111.91687 , 1.83185   , 50.03072  , 0.02542   , 0.12417   , 0.00271   , 
-3.10484  , 47.18797  , 111.91687 , 1.81757   , 50.04774  , 0.02487   , 0.12192   , 0.00264   , 
-3.10484  , 47.18797  , 111.91687 , 1.80341   , 50.0646   , 0.02433   , 0.11971   , 0.00257   , 
-3.10484  , 47.18797  , 111.91687 , 1.78934   , 50.08131  , 0.0238    , 0.11754   , 0.00251   , 
-3.10484  , 47.18797  , 111.91687 , 1.77539   , 50.09787  , 0.02329   , 0.11541   , 0.00244   , 
-3.10484  , 47.18797  , 111.91687 , 1.76153   , 50.11427  , 0.02279   , 0.11331   , 0.00238   , 
-3.10484  , 47.18797  , 111.91687 , 1.74778   , 50.13052  , 0.02229   , 0.11125   , 0.00232   , 
-3.10484  , 47.18797  , 111.91687 , 1.73413   , 50.14661  , 0.02181   , 0.10923   , 0.00225   , 
-3.10484  , 47.18797  , 111.91687 , 1.72059   , 50.16256  , 0.02134   , 0.10725   , 0.0022    , 
-3.10484  , 47.18797  , 111.91687 , 1.70714   , 50.17837  , 0.02088   , 0.1053    , 0.00214   , 
-3.10484  , 47.18797  , 111.91687 , 1.6938    , 50.19402  , 0.02042   , 0.10338   , 0.00208   , 
-3.10484  , 47.18797  , 111.91687 , 1.68056   , 50.20953  , 0.01998   , 0.1015    , 0.00203   , 
-3.10484  , 47.18797  , 111.91687 , 1.66741   , 50.2249   , 0.01955   , 0.09966   , 0.00198   , 
-3.10484  , 47.18797  , 111.91687 , 1.65436   , 50.24013  , 0.01912   , 0.09784   , 0.00193   , 
-3.10484  , 47.18797  , 111.91687 , 1.64142   , 50.25522  , 0.01871   , 0.09606   , 0.00188   , 
-3.10484  , 47.18797  , 111.91687 , 1.62857   , 50.27017  , 0.0183    , 0.09431   , 0.00183   , 
-3.10484  , 47.18797  , 111.91687 , 1.61581   , 50.28498  , 0.01791   , 0.09259   , 0.00178   , 
-3.10484  , 47.18797  , 111.91687 , 1.60315   , 50.29966  , 0.01752   , 0.0909    , 0.00173   , 
-3.10484  , 47.18797  , 111.91687 , 1.59059   , 50.3142   , 0.01714   , 0.08924   , 0.00169   , 
-3.10484  , 47.18797  , 111.91687 , 1.57812   , 50.32861  , 0.01676   , 0.08761   , 0.00164   , 
-3.10484  , 47.18797  , 111.91687 , 1.56575   , 50.34289  , 0.0164    , 0.08602   , 0.0016    , 
-3.10484  , 47.18797  , 111.91687 , 1.55347   , 50.35704  , 0.01604   , 0.08444   , 0.00156   , 
-3.10484  , 47.18797  , 111.91687 , 1.54128   , 50.37106  , 0.01569   , 0.0829    , 0.00152   , 
-3.10484  , 47.18797  , 111.91687 , 1.52919   , 50.38495  , 0.01535   , 0.08139   , 0.00148   , 
-3.10484  , 47.18797  , 111.91687 , 1.51719   , 50.39871  , 0.01502   , 0.0799    , 0.00144   , 
-3.10484  , 47.18797  , 111.91687 , 1.50527   , 50.41235  , 0.01469   , 0.07844   , 0.0014    , 
-3.10484  , 47.18797  , 111.91687 , 1.49345   , 50.42587  , 0.01437   , 0.077     , 0.00137   , 
-3.10484  , 47.18797  , 111.91687 , 1.48172   , 50.43926  , 0.01406   , 0.07559   , 0.00133   , 
-3.10484  , 47.18797  , 111.91687 , 1.47008   , 50.45254  , 0.01375   , 0.07421   , 0.0013    , 
-3.10484  , 47.18797  , 111.91687 , 1.45852   , 50.46569  , 0.01345   , 0.07285   , 0.00126   , 
-3.10484  , 47.18797  , 111.91687 , 1.44706   , 50.47872  , 0.01316   , 0.07151   , 0.00123   , 
-3.10484  , 47.18797  , 111.91687 , 1.43568   , 50.49164  , 0.01288   , 0.0702    , 0.0012    , 
-3.10484  , 47.18797  , 111.91687 , 1.42438   , 50.50444  , 0.01259   , 0.06891   , 0.00117   , 
-3.10484  , 47.18797  , 111.91687 , 1.41318   , 50.51712  , 0.01232   , 0.06765   , 0.00114   , 
-3.10484  , 47.18797  , 111.91687 , 1.40206   , 50.52969  , 0.01205   , 0.06641   , 0.00111   , 
-3.10484  , 47.18797  , 111.91687 , 1.39102   , 50.54215  , 0.01179   , 0.06519   , 0.00108   , 
-3.10484  , 47.18797  , 111.91687 , 1.38007   , 50.55449  , 0.01153   , 0.06399   , 0.00105   , 
-3.10484  , 47.18797  , 111.91687 , 1.3692    , 50.56672  , 0.01128   , 0.06281   , 0.00102   , 
-3.10484  , 47.18797  , 111.91687 , 1.35842   , 50.57885  , 0.01103   , 0.06166   , 0.001     , 
-3.10484  , 47.18797  , 111.91687 , 1.34772   , 50.59086  , 0.01079   , 0.06052   , 0.00097   , 
-3.10484  , 47.18797  , 111.91687 , 1.3371    , 50.60277  , 0.01056   , 0.05941   , 0.00095   , 
-3.10484  , 47.18797  , 111.91687 , 1.32656   , 50.61457  , 0.01033   , 0.05832   , 0.00092   , 
-3.10484  , 47.18797  , 111.91687 , 1.3161    , 50.62627  , 0.0101    , 0.05724   , 0.0009    , 
-3.10484  , 47.18797  , 111.91687 , 1.30572   , 50.63786  , 0.00988   , 0.05619   , 0.00087   , 
-3.10484  , 47.18797  , 111.91687 , 1.29543   , 50.64934  , 0.00966   , 0.05515   , 0.00085   , 
-3.10484  , 47.18797  , 111.91687 , 1.28521   , 50.66073  , 0.00945   , 0.05414   , 0.00083   , 
-3.10484  , 47.18797  , 111.91687 , 1.27507   , 50.67201  , 0.00925   , 0.05314   , 0.00081   , 
-3.10484  , 47.18797  , 111.91687 , 1.26501   , 50.6832   , 0.00904   , 0.05216   , 0.00079   , 
-3.10484  , 47.18797  , 111.91687 , 1.25502   , 50.69428  , 0.00885   , 0.0512    , 0.00077   , 
-3.10484  , 47.18797  , 111.91687 , 1.24511   , 50.70526  , 0.00865   , 0.05025   , 0.00075   , 
-3.10484  , 47.18797  , 111.91687 , 1.23528   , 50.71615  , 0.00846   , 0.04933   , 0.00073   , 
-3.10484  , 47.18797  , 111.91687 , 1.22553   , 50.72694  , 0.00828   , 0.04842   , 0.00071   , 
-3.10484  , 47.18797  , 111.91687 , 1.21585   , 50.73764  , 0.0081    , 0.04752   , 0.00069   , 
-3.10484  , 47.18797  , 111.91687 , 1.20624   , 50.74824  , 0.00792   , 0.04664   , 0.00067   , 
-3.10484  , 47.18797  , 111.91687 , 1.19671   , 50.75874  , 0.00775   , 0.04578   , 0.00065   , 
-3.10484  , 47.18797  , 111.91687 , 1.18725   , 50.76916  , 0.00758   , 0.04493   , 0.00064   , 
-3.10484  , 47.18797  , 111.91687 , 1.17787   , 50.77948  , 0.00741   , 0.0441    , 0.00062   , 
-3.10484  , 47.18797  , 111.91687 , 1.16856   , 50.78971  , 0.00725   , 0.04329   , 0.0006    , 
-3.10484  , 47.18797  , 111.91687 , 1.15932   , 50.79985  , 0.00709   , 0.04249   , 0.00059   , 
-3.10484  , 47.18797  , 111.91687 , 1.15015   , 50.8099   , 0.00693   , 0.0417    , 0.00057   , 
-3.10484  , 47.18797  , 111.91687 , 1.14105   , 50.81986  , 0.00678   , 0.04093   , 0.00056   , 
-3.10484  , 47.18797  , 111.91687 , 1.13203   , 50.82974  , 0.00663   , 0.04017   , 0.00054   , 
-3.10484  , 47.18797  , 111.91687 , 1.12307   , 50.83953  , 0.00649   , 0.03942   , 0.00053   , 
-3.10484  , 47.18797  , 111.91687 , 1.11418   , 50.84923  , 0.00635   , 0.03869   , 0.00052   , 
-3.10484  , 47.18797  , 111.91687 , 1.10536   , 50.85884  , 0.00621   , 0.03798   , 0.0005    , 
-3.10484  , 47.18797  , 111.91687 , 1.09661   , 50.86838  , 0.00607   , 0.03727   , 0.00049   , 
-3.10484  , 47.18797  , 111.91687 , 1.08793   , 50.87783  , 0.00594   , 0.03658   , 0.00048   , 
-3.10484  , 47.18797  , 111.91687 , 1.07932   , 50.88719  , 0.00581   , 0.0359    , 0.00046   , 
-3.10484  , 47.18797  , 111.91687 , 1.07077   , 50.89648  , 0.00568   , 0.03523   , 0.00045   , 
-3.10484  , 47.18797  , 111.91687 , 1.06229   , 50.90568  , 0.00555   , 0.03458   , 0.00044   , 
-3.10484  , 47.18797  , 111.91687 , 1.05387   , 50.9148   , 0.00543   , 0.03394   , 0.00043   , 
-3.10484  , 47.18797  , 111.91687 , 1.04552   , 50.92384  , 0.00531   , 0.03331   , 0.00042   , 
-3.10484  , 47.18797  , 111.91687 , 1.03724   , 50.93281  , 0.0052    , 0.03269   , 0.00041   , 
-3.10484  , 47.18797  , 111.91687 , 1.02902   , 50.94169  , 0.00508   , 0.03208   , 0.0004    , 
-3.10484  , 47.18797  , 111.91687 , 1.02086   , 50.9505   , 0.00497   , 0.03148   , 0.00039   , 
-3.10484  , 47.18797  , 111.91687 , 1.01277   , 50.95923  , 0.00486   , 0.0309    , 0.00038   , 
-3.10484  , 47.18797  , 111.91687 , 1.00474   , 50.96789  , 0.00475   , 0.03032   , 0.00037   , 
-3.10484  , 47.18797  , 111.91687 , 0.99678   , 50.97647  , 0.03754   , 0.03002   , -0.03254  , 
-3.10484  , 47.18797  , 111.91687 , 0.98936   , 50.98499  , 0.03626   , 0.02929   , -0.03169  , 
-3.10484  , 47.18797  , 111.91687 , 0.98199   , 50.99343  , 0.03501   , 0.02857   , -0.03087  , 
-3.10484  , 47.18797  , 111.91687 , 0.97466   , 51.0018   , 0.0338    , 0.02787   , -0.03006  , 
-3.10484  , 47.18797  , 111.91687 , 0.96737   , 51.01009  , 0.03264   , 0.02718   , -0.02928  , 
-3.10484  , 47.18797  , 111.91687 , 0.96012   , 51.01832  , 0.0315    , 0.02651   , -0.02852  , 
-3.10484  , 47.18797  , 111.91687 , 0.95291   , 51.02647  , 0.03041   , 0.02585   , -0.02778  , 
-3.10484  , 47.18797  , 111.91687 , 0.94575   , 51.03455  , 0.02935   , 0.02521   , -0.02706  , 
-3.10484  , 47.18797  , 111.91687 , 0.93862   , 51.04257  , 0.02832   , 0.02458   , -0.02635  , 
-3.10484  , 47.18797  , 111.91687 , 0.93154   , 51.05051  , 0.02733   , 0.02396   , -0.02567  , 
-3.10484  , 47.18797  , 111.91687 , 0.9245    , 51.05839  , 0.02637   , 0.02336   , -0.025    , 
-3.10484  , 47.18797  , 111.91687 , 0.9175    , 51.06619  , 0.02543   , 0.02277   , -0.02435  , 
-3.10484  , 47.18797  , 111.91687 , 0.91054   , 51.07393  , 0.02453   , 0.0222    , -0.02372  , 
-3.10484  , 47.18797  , 111.91687 , 0.90362   , 51.08161  , 0.02366   , 0.02163   , -0.0231   , 
-3.10484  , 47.18797  , 111.91687 , 0.89675   , 51.08921  , 0.02282   , 0.02108   , -0.0225   , 
-3.10484  , 47.18797  , 111.91687 , 0.88991   , 51.09675  , 0.022     , 0.02054   , -0.02192  , 
-3.10484  , 47.18797  , 111.91687 , 0.88313   , 51.10423  , 0.02121   , 0.02002   , -0.02135  , 
-3.10484  , 47.18797  , 111.91687 , 0.87638   , 51.11164  , 0.02044   , 0.0195    , -0.02079  , 
-3.10484  , 47.18797  , 111.91687 , 0.86967   , 51.11899  , 0.0197    , 0.019     , -0.02025  , 
-3.10484  , 47.18797  , 111.91687 , 0.86301   , 51.12627  , 0.01899   , 0.01851   , -0.01972  , 
-3.10484  , 47.18797  , 111.91687 , 0.85639   , 51.13349  , 0.01829   , 0.01803   , -0.01921  , 
-3.10484  , 47.18797  , 111.91687 , 0.84982   , 51.14065  , 0.01762   , 0.01756   , -0.01871  , 
-3.10484  , 47.18797  , 111.91687 , 0.84328   , 51.14775  , 0.01697   , 0.0171    , -0.01823  , 
-3.10484  , 47.18797  , 111.91687 , 0.83679   , 51.15479  , 0.01635   , 0.01665   , -0.01775  , 
-3.10484  , 47.18797  , 111.91687 , 0.83034   , 51.16176  , 0.01574   , 0.01622   , -0.01729  , 
-3.10484  , 47.18797  , 111.91687 , 0.82393   , 51.16868  , 0.01515   , 0.01579   , -0.01684  , 
-3.10484  , 47.18797  , 111.91687 , 0.81757   , 51.17554  , 0.01459   , 0.01537   , -0.0164   , 
-3.10484  , 47.18797  , 111.91687 , 0.81125   , 51.18233  , 0.01404   , 0.01496   , -0.01598  , 
-3.10484  , 47.18797  , 111.91687 , 0.80497   , 51.18907  , 0.01351   , 0.01456   , -0.01556  , 
-3.10484  , 47.18797  , 111.91687 , 0.79873   , 51.19575  , 0.01299   , 0.01417   , -0.01516  , 
-3.10484  , 47.18797  , 111.91687 , 0.79254   , 51.20238  , 0.0125    , 0.01379   , -0.01476  , 
-3.10484  , 47.18797  , 111.91687 , 0.78638   , 51.20894  , 0.01202   , 0.01342   , -0.01438  , 
-3.10484  , 47.18797  , 111.91687 , 0.78027   , 51.21545  , 0.01155   , 0.01306   , -0.014    , 
-3.10484  , 47.18797  , 111.91687 , 0.7742    , 51.22191  , 0.01111   , 0.0127    , -0.01364  , 
